,text,sentiment
6808,"@TLRailUK Nice tweet, but off-peak on GTR I've started to feel like a freak because so few wear masks north of St Pancras. Young adults are by far the worst offenders - must all be exempt I suppose. 😷😞",negative
2536,"@1OfficialAngel Thameslink has air con too! But how often do I use that ... oh yeah NEVER. Lol UK are so far behind in everything, including morals 😂",negative
3485,@LiveCommute @georgia_coan @tlupdates @TLRailUK You should get more due to the delays etc if you put in a claim for DR. Also if you had a further expense - Speak to @TLRailUK Customer Relations and they should beable to cover reasonable expenses.,neutral
12326,Hi @TLRailUK - hope you get all the issues resolved- can’t be fun 4U. Quick question - I’m on east grinstead service just left Lon Bridge. screens at BFR showed most stops deleted on service but screen/announcer on train still says stops @ Sanderstead. Which should I believe? Ta,negative
13922,The new boss of @TLRailUK took the embarrassingly easy option with a exclusive on the @BBCTheOneShow. Hardly @Peston or @BBCr4today. #thameslink #railway #delayrepay,negative
15562,@TLRailUK @nationalrailenq Not your fault. But completely rubbish for those who aren’t able bodied and want any kind of problem free travel as part of life. It’s a capital city!,neutral
2459,2229 EMR train to Derby: expected 2252 - plat 4 2258 EMR train to Derby: Delayed - plat 4 2242 EMR train to Nottingham: expected 2259 - plat 4 2239 EMR train to St Pancras: expected 2305 - plat 3 2305 Thameslink train to Three Bridges: On time - plat 3,neutral
16116,@TLRailUK why on earth have we been told at Farringdon that we can’t rely on the screens?? Who manages the screens and how can they be wrong...!?,negative
8534,@TLRailUK everytime I claim for a delay I have to input my annual season ticket info like value and number etc. Why? This is absurd. Store that info. I don’t want to hear about security. I login to do this.,negative
12123,"From January my train fair into London is going up by £0.50. If this means that I won’t be left waiting 25 mins for assistance with nowhere to sit or put my heavy bag, then I’m good with that. I get that sometimes ppl need to wait, but at least allocate a seating area @TLRailUK",negative
8239,@TLRailUK any reason why you have the heating on on the 17.55 to Littlehampton from London Bridge? It’s like a sauna. Can you tell the driver to turn it off? #faillink,negative
10446,@bulla_scrunchie @tlupdates @TLRailUK @DonciscO564 Your automation is not fit for purpose and the massive inconvenience you cause to Delay Repay claimants dissuades them from pursuing claims to funds they are entitled to. It’s disgraceful.,negative
2097,1717 Thameslink train to London Kings Cross: expected 1726 - plat 1 1728 Great Northern train to Moorgate via Hertford North: Delayed - plat 4 1732 Thameslink train to Brighton: On time - plat 1 1740 Thameslink train to London Kings Cross: On time - plat 1,negative
4544,@TLRailUK 17:57 Blackfriars to Flitwick 401150 broken screen in this coach. How is this helpful? Where will this train stop and terminate? https://t.co/HPJB4oi1zm,negative
16104,"@TLRailUK why do you not show all departures on your square screens? I was trying to see which platform the 1434 was leaving from, but it wasn’t until it was too late that I saw it on the long screen next to the ticket office. Now I’m late for a meeting.",negative
12583,Interesting that Stevenage customers decide to wait for a full and standing @LNER train rather than take the @TLRailUK No information to advise the LNER was F&S apparently. Missed opportunity 🤔 https://t.co/dMy9OjRdcY,neutral
3690,@NetworkRailSE @tlupdates @SouthernRailUK @TLRailUK @NetworkRailVIC @NetworkRailLBG Complete indifference for virtually 2 hour delay already 4.25 to Oxted and managed to get to London Bridge - fine from Nursery and at least another god knows how long until I get back - you folks are just moronic,negative
16715,Speeding to Kings Cross from City Thameslink to get the 1600 @LNER service home ... fingers crossed 🤞 can get a seat 😁,neutral
7059,"@TLRailUK Probably the delayed 1712. But that was not my question. My question was (and still is since no reply received), why are there multiple delays and cancellations tonight?",negative
14176,"Well that’s me on my way on @TLRailUK 9R05, still disappointed by at least 8 people on the platform at Bedford with no mask on",negative
11612,"After the second near-two-hour train delay in three days, I am delighted to say that for the first time in months, there is actually a seat available on the @TLRailUK 7.04am to London Bridge! I shall celebrate by sleeping.",negative
10083,"@TLRailUK 🤷‍♂️🤷‍♂️🤷‍♂️ what's the reason today? I wish I was allowed to get away with half doing a good job of what I'm paid to do. Of course, less than 15 mins late tho so not even able to delay + claim. The fraudsters are at it again! https://t.co/TTdZUU6b7N",negative
11974,Disabled customer had to jam wheelchair between train doors to leave https://t.co/U5idRNuQpV,neutral
16943,"At St. Alban's City has the PIS Screen firmware been updated Just heard a train being announced then after it said ""First Class accomodation is not available on this train"" Thameslink service to Sutton Surrey @TLRailUK",neutral
12047,Evening @TLRailUK. The screens at the southern end of platform 2 at BFR is showing the wrong 2nd train information https://t.co/Ilot093Fh0,negative
5975,"@TLRailUK Hi, I have re-submit, but again this has been declined. Can you advise how I can resolve this delay repay issue?",negative
9934,@TLRailUK why were the stickers on the floor removed from Blackfriars? Yet the screens still advice which section (a-d) to stand in?,neutral
13838,Thanks for cancelling a train this morning with no explanation. Going to work is clearly a option for anyone travelling in London #citythameslink @TLRailUK utter rubbish service! #fail https://t.co/3zAM1EOBvp,negative
5703,@TLRailUK Er.... Are you seriously asking if I boarded the only train going to Redhill after waiting over half an hour for a train to Redhill? No... I let it sail by right past me...,negative
760,(Thameslink Update)  14:28 Rainham Kent to Luton due 17:01 - 14:28 Rainham Kent to Luton due 17:01 has been delayed at Abbey Wood and is now 12 minutes late.,negative
6571,@TLRailUK Its an iphone X. I have put it in lost mode and displayed a contact number on the screen.,neutral
15303,"@GNRailUK In light of the Coronovirus, it might be worth daily disinfecting the train trays, handles, floor etc. Doesn’t the virus live for 12 hours on surfaces? It’s 8am, these look pretty gross. #GreatNorthern #thameslink #coronovirus #commuterlife #COVID19 #cleaning https://t.co/JRYJNL9KCr",negative
10146,"@TfL @TramsLondon @Se_Railway @BrightonHoveBus #TLUpdates - All lines have reopened at Honor Oak Park. Services running through this station are subject to delay, alteration and cancellation. A wide range of ticket acceptance is in place. Full details & travel advice👇https://t.co/szemVveiP2",negative
11743,"Applied for delay repay compensation from @TLRailUK Apparently a journey that involved an hour sitting on the track, two cancellations and a four hour door to door trip is only subject to 15-29 minute delay compensation!! FFS! 😡",negative
1806,1049 Hull Trains service to Hull: Delayed 1100 LNER train to Edinburgh: On time - plat 0 1102 Thameslink train to Royston: On time - plat 11 1103 LNER train to Leeds: On time 1111 Great Northern train to Royston: On time - plat 3 1113 Thameslink train to Peterborough: On time,neutral
1187,(Thameslink Update) 15:49 Luton to East Grinstead due 17:37 - 15:49 Luton to East Grinstead due 17:37 is being delayed at Lingfield.,negative
13045,Promising hints of a fabulous #FridayFeeling fabulous #Sunrise. Kind of makes up for the @SouthernRailUK & @TLRailUK trains being canx and delayed up the track whilst it is sub zero here in #Earlswood. https://t.co/GfAMFMKzxH,negative
3341,"@Jonesing12 @anonswr Compare SWR dispatch (class 707 stock, guard dispatch) to Thameslink dispatch (DOO). It takes about thirty seconds from doors closed to driver taking power on SWR. On thameslink, this is less than 5 seconds on average. Very similar stock, its the guard that's the problem.",negative
3343,@Jonnogreig @tlupdates @TLRailUK Driver hours! Anyone aware of this ever being used as a delay/cancellation reason? I suspect it is a very common event but reported as general faults or congestion instead.,negative
