,text,topic
14396,has anyone announced when thameslink will get beyond 19/20tph in the peak to the planned 24tph? I can only find news from 2017 when they announced 24tph would be in 2019 (which it isn't),none
1109,(Thameslink Update) 13:18 Luton to Rainham Kt due 15:41 - 13:18 Luton to Rainham Kt due 15:41 is being delayed at Luton.,delays
15224,". @TLRailUK only seats available in 1st Class and just been made to pay the full 1st class fare? What’s going on? I’m absolutely fuming, everyone v shocked on the carriage make to pay 1st class fare? Since when?",none
2172,1823 EMR train to St Pancras: Delayed - plat 3 1824 EMR train to Corby: expected 1832 - plat 4 1835 Thameslink train to Gatwick Airport: Cancelled 1849 Thameslink train to Brighton: Cancelled 1840 EMR train to Nottingham: expected 1851 - plat 4,delays
12357,"Hi @TLRailUK given how dirty my train carriage & facilities are, maybe some tannoy announcements on how to keep things clean, remind people not to spit or litter #COVID19 #catchitbiniykillit #Hygiene @ThameslinkUsers just a thought",covid
1264,(Thameslink Update) 17:28 Rainham Kent to Luton due 20:06 - 17:28 Rainham Kent to Luton due 20:06 is being delayed at Chatham.,delays
16452,Govia Thameslink fined £1m over Gatwick Express window death [BBC News] ... https://t.co/vTXOlr5Pr4,none
15172,"@julesmattsson @TfL @Heidi_LDN Zipwire. (Also, christ that’s a big disruption for thameslink users)",none
12026,Engineers on site at Earlswood have discovered low voltage running across a component in train detection circuit HQ - circled - holding signal T197 at red. We're currently working through the circuit to find the cause. Really sorry for the delays #TLUpdates #SNUpdates https://t.co/vYcVz9YySd,delays
12179,Gosh!Shock!Horror! Delayed #thameslink cancels two other stations but not Preston park! Has someone used their common sense at last?!,delays
15598,@TLRailUK Cricklewood - again I’ve witnessed no comms no screen display for cancelled trains - let customers know before they pay!!,delays
10354,@amcyoung @TLRailUK Happens all the time when the Sutton trains are delayed they run fast from Blackfriars to Sutton missing out 7 stops,delays
4932,"@TLRailUK @Se_Railway Both companies, @Se_Railway and @TLRailUK being deliberately difficult again. My complaint is about BOTH companies being regularly late, delayed or cancelled at Deptford. This particular time it was the 13:39 @Se_Railway to Canon Street (a typo, but you knew that).",delays
10936,"@krishnas999 Hello, some of our Thameslink services have Wi-Fi and others do not. Please look on the service to see if there is a blue Wi-Fi sticker on the door, it will tell you if there is Wi-Fi available on board. ^M",wifi
3902,"@RedhillRail @TLRailUK @GTRailUK @transportgovuk @TransportFocus @CBTransport Do we really want #failinggrayling to pop down to Three Bridges to do the job? Seriously though with fewer sets required over the 9 day @brighton_line work there is no excuse for trains not having power points, tables and wifi installed while they are parked up.",tables
9205,@TLRailUK rang u for@online claim help with for travelcard as TL@trains were canc’d 30 Jan & was my only way to work.u advised call TFL as u can’t refund TFL travel card.waited 32 mins on hold then cut off. Is that really the right course? Why would TFL refund me for your cancs?,delays
8741,"@TLRailUK hi, why is the 7:59 from morden south delayed? Any idea how long for? Need to make a decision if I should get the tube",delays
3396,@LNER @TLRailUK Ha joker of a train manager today on the 06:55 Stevenage to Leeds train “it’s slightly delayed - 8 minutes did he used to work for GTR?,delays
15812,"@TLRailUK Suggest you spend £100 on amazon and buy a privacy screen, camp bed and blankets rather than bringing your entire network to a standstill",wifi
3751,"@NotGTRFranchise @tlupdates @TLRailUK You been at the bottle again Harpenden? Didn’t ask for it to be sped up, but given all the gusto about reducing delays etc I might reasonably have expected less delays, no?",delays
5900,"@TLRailUK Hi Alex, thanks for getting back to me. I'm sure each cancellation has a justification in isolation. My issue is the price I pay compared to the service I get from Thameslink - 5k for regular delays and cancellations. The 0804 has been cancelled AGAIN today - 3rd day in a row 1/4",delays
1373,(Thameslink Update) 19:52 Luton to Sutton Surrey due 21:38 - 19:52 Luton to Sutton Surrey due 21:38 is being delayed at St Albans City.,delays
11705,"Another day, another delay by @TLRailUK. Amazing service, so glad i pay £4200 a year for this joy!",delays
14020,Took @nationalexpress from Bristol to London. 2hr 35 mins with perfect WiFi and at seat power for £10.20. For £9.90 I go from London to harpenden with @TLRailUK which is about half an hour. I do not get working WiFi nor at seat power. Atleast I got an on-time train though...,wifi
9342,"@TLRailUK suddenly an announcement 1 minute before train arrival that the 8.33 won't stop in St Albans. Train before that 8 carriages rather than 12, again announced at last minute. Unacceptable.",none
11203,"@peterv_ire @TLRailUK Hi Peter, I am really sorry to hear this, the delay was owing to a late running train being a head. You can claim for any journey which is delayed over 15 minutes. ^D",delays
4674,@TLRailUK 8:11 from Swanley this AM. Stopped at Blackfriars P3 and stood with doors locked for 2 minutes while connecting train on P2 came in and went. Bloody disgraceful! I need to get to work not be messed around,service
4320,@SpeedySticks007 @CraigPlummer @grantshapps @TheGoAheadGroup @transportgovuk @SteveWhiteRail @FlashForwardCo But that’s what their contract calls for. Almost everything which is wrong with the Thameslink Service is down to DfT specifications. Right down to no wi-fi or tables. You know the DfT who boss says he doesn’t run the railways but whose Principle Civil Servant says they have to.,tables
9606,@TLRailUK what had happened to auto delay repay? is it broken? has it changed platform? has it been delayed? what is it now? I want compensation for your f*** oops...mess ups!,delays
10722,@geofftech made me jump. Very few announcements on Thameslink tonight. All of a sudden there was Geoff talking about the BML line clisured,service
11994,Drinking game - 3 shots every time you hear the @geofftech announcement on Thameslink,none
6757,"@TLRailUK Managed to damage my ACL trying to get out of your stupidly small seats this morning. Why did you make the seats so small, for anyone over 6' tall they're literally impossible to sit in!!!",seats
3408,@LNER hi there i bought a train ticker on your website in which the operator was @TLRailUK . The service was cancelled and therefore do I submit delay repay to LNER or thameslink? I appreciate the help!,delays
11229,"@politic_animal As DfT specified #class700 around 2008 it's perhaps not that surprising https://t.co/C7SFXLKn2e. What's less forgivable is no tables or power points (except in 1st class) & rock hard seats. PS @TLRailUK aren't *retrofitting* wifi - newer ones in service have it, older ones don't.",wifi
11753,"As much aa I moan about the Thameslink service from Tooting, when it actually runs on time, it is amazing. From my front door to the cinema in the centre of Wimbledon in 7 minutes, compared with 35+ mins by bus or foot. If only it were more frequent & reliable!",none
3075,"@GNRailUK @TLRailUK Nice of the 1454 CBG-BTN to have no heating, no WiFi and no plug sockets working Thanks for showing me what travelling in the 1980s looked like",hvac
2379,2102 Thameslink train to Gatwick Airport: Delayed - plat 3 2049 Thameslink train to Brighton: expected 2112 - plat 1 2112 West Midlands Trains train to Bletchley: On time - plat 1A 2113 East Midlands Railway train to London St Pancras (Intl): expected 2116 - plat 1,delays
15517,@TLRailUK @LNER ^Lola yes that’s the rubbish ones I meant!,none
14381,[SKY] Rail firm fined over death of passenger who 'put head out of window' https://t.co/wN8kul0DWM | @SkyNews https://t.co/9lUsmw38AG,none
4028,@Se_Railway @TLRailUK Bought a ticket yesterday from a @Se_Railway station but was delayed on a @TLRailUK train. Who should I claim Delay Repay from. Thanks,delays
5584,@TLRailUK Cancellations and delays at Leagrave going south. Usual Thameslink shambles.,delays
6531,"@TLRailUK It was pretty well organised misinformation as it was on the in-train display board, the driver announced it and platform staff told us to go to platform 3.",service
16666,People who put their feet on the seats on the train @TLRailUK #commuterlife 💺 https://t.co/M0PHKdyNVk,none
5961,"@TLRailUK Hi there, just wanted to highlight and compliment the driver of the delayed and rerouted (to all stations) 19:57 Blackfriars to Bedford Thameslink Service. Difficult situation but he’s been very helpful in getting us all home.",delays
1600,0659 Great Northern bus to Hertford North: On time 0703 Thameslink train to Cambridge: Delayed - plat 4 0702 Thameslink train to Brighton: expected 0707 - plat 1 0708 Thameslink train to Cambridge: On time - plat 4,delays
